demand_volatility,0.25,0.50,0.75,1.00,1.25
0.03,0.933333,0.766667,0.366667,0.033333,0.133333
0.10,0.800000,0.366667,0.400000,0.166667,0.166667
0.20,0.766667,0.600000,0.400000,0.233333,0.133333
0.35,0.800000,0.533333,0.300000,0.266667,0.133333
0.50,0.733333,0.566667,0.300000,0.266667,0.133333
