demand_volatility,0.25,0.50,0.75,1.00,1.25
0.03,0.966667,0.000000,0.000000,0.000000,0.000000
0.10,1.000000,0.033333,0.000000,0.000000,0.000000
0.20,0.966667,0.033333,0.000000,0.000000,0.000000
0.35,0.933333,0.000000,0.000000,0.000000,0.000000
0.50,1.000000,0.033333,0.000000,0.000000,0.000000
